vuln_id,asset_id,cve_id,severity,cvss_score,cwe_type,discovery_date,status,patch_due_days,exploit_available
VULN-01572,AST-0407,CVE-2023-1528,Medium,6.9,CWE-79,2026-01-20,In Progress,90,Yes
VULN-01573,AST-0426,CVE-2023-4996,Medium,4.1,CWE-287,2025-06-09,In Progress,14,Yes
VULN-01574,AST-0428,CVE-2023-1370,Low,2.6,CWE-89,2025-09-21,Open,30,Yes
VULN-01575,AST-0460,CVE-2023-6302,Critical,9.9,CWE-119,2026-03-19,Risk Accepted,90,Yes
VULN-01576,AST-0086,CVE-2023-3329,Low,0.8,CWE-200,2025-12-25,Risk Accepted,90,No
VULN-01577,AST-0120,CVE-2023-1157,Medium,6.0,CWE-20,2025-06-13,Risk Accepted,30,No
VULN-01578,AST-0168,CVE-2023-6154,High,7.6,CWE-79,2025-05-14,In Progress,30,Yes
VULN-01579,AST-0157,CVE-2023-2046,High,7.2,CWE-200,2025-10-14,Risk Accepted,90,No
VULN-01580,AST-0494,CVE-2023-4314,Critical,9.8,CWE-89,2026-02-12,Closed,90,Yes
VULN-01581,AST-0384,CVE-2023-6077,Low,1.1,CWE-79,2025-07-26,Risk Accepted,90,No
VULN-01582,AST-0089,CVE-2023-9939,Low,2.3,CWE-89,2025-08-24,Open,90,No
VULN-01583,AST-0013,CVE-2023-5605,Critical,9.9,CWE-287,2025-12-13,In Progress,7,No
VULN-01584,AST-0075,CVE-2023-6340,Critical,10.0,CWE-200,2026-01-09,Closed,7,No
VULN-01585,AST-0022,CVE-2023-2685,Low,2.8,CWE-89,2025-09-16,Risk Accepted,14,No
VULN-01586,AST-0304,CVE-2023-2463,Medium,5.4,CWE-20,2025-12-23,Closed,14,No
VULN-01587,AST-0078,CVE-2023-6133,High,8.5,CWE-200,2025-05-16,Closed,7,Yes
VULN-01588,AST-0367,CVE-2023-9655,Medium,5.7,CWE-79,2026-03-11,Open,90,No
VULN-01589,AST-0133,CVE-2023-1478,High,8.4,CWE-200,2025-08-20,In Progress,14,Yes
VULN-01590,AST-0198,CVE-2023-7852,Low,2.9,CWE-79,2026-03-12,Open,60,No
VULN-01591,AST-0473,CVE-2023-6747,Low,1.5,CWE-89,2026-01-01,Closed,14,Yes
VULN-01592,AST-0246,CVE-2023-3480,Medium,5.0,CWE-119,2026-03-14,Closed,60,Yes
VULN-01593,AST-0192,CVE-2023-2599,High,7.5,CWE-89,2025-11-08,Closed,7,No
VULN-01594,AST-0092,CVE-2023-7146,Low,3.0,CWE-20,2025-09-09,Open,90,Yes
VULN-01595,AST-0276,CVE-2023-7932,Critical,9.7,CWE-89,2025-08-15,Open,90,Yes
VULN-01596,AST-0438,CVE-2023-5873,Critical,9.3,CWE-79,2025-12-14,Closed,7,Yes
VULN-01597,AST-0160,CVE-2023-1971,High,8.2,CWE-89,2026-01-19,In Progress,30,Yes
VULN-01598,AST-0161,CVE-2023-6533,High,8.1,CWE-89,2026-03-25,Risk Accepted,14,Yes
VULN-01599,AST-0064,CVE-2023-6147,Low,0.2,CWE-200,2026-02-03,Open,30,No
VULN-01600,AST-0352,CVE-2023-3321,Critical,9.3,CWE-200,2025-10-21,In Progress,7,No
VULN-01601,AST-0326,CVE-2023-5489,High,8.1,CWE-20,2026-03-19,Risk Accepted,90,No
VULN-01602,AST-0318,CVE-2023-2160,Low,3.7,CWE-200,2025-11-11,Open,30,Yes
VULN-01603,AST-0095,CVE-2023-8729,Medium,4.4,CWE-119,2025-04-28,In Progress,60,Yes
VULN-01604,AST-0308,CVE-2023-2262,Medium,4.2,CWE-119,2025-12-10,Open,90,Yes
VULN-01605,AST-0372,CVE-2023-4470,Medium,6.6,CWE-200,2025-05-11,Risk Accepted,90,Yes
VULN-01606,AST-0289,CVE-2023-6711,Medium,4.9,CWE-89,2025-07-15,Closed,60,No
VULN-01607,AST-0370,CVE-2023-9428,Low,1.5,CWE-79,2025-12-16,Risk Accepted,7,No
VULN-01608,AST-0444,CVE-2023-5873,Low,2.4,CWE-119,2026-01-05,Closed,7,Yes
VULN-01609,AST-0160,CVE-2023-2388,High,8.8,CWE-200,2026-04-07,In Progress,30,Yes
VULN-01610,AST-0465,CVE-2023-3826,Critical,9.0,CWE-119,2025-08-04,In Progress,30,Yes
VULN-01611,AST-0210,CVE-2023-7146,Low,2.9,CWE-89,2025-07-12,Closed,7,Yes
VULN-01612,AST-0368,CVE-2023-6620,Critical,9.5,CWE-89,2026-01-30,Closed,7,Yes
VULN-01613,AST-0034,CVE-2023-1017,Low,0.9,CWE-200,2025-05-20,Open,7,No
VULN-01614,AST-0016,CVE-2023-6890,High,8.7,CWE-20,2025-09-30,Open,14,No
VULN-01615,AST-0286,CVE-2023-9791,High,8.9,CWE-89,2025-05-23,Closed,60,Yes
VULN-01616,AST-0164,CVE-2023-7481,High,7.3,CWE-200,2026-02-04,Closed,60,No
VULN-01617,AST-0111,CVE-2023-8291,High,8.8,CWE-287,2025-12-17,Closed,60,Yes
VULN-01618,AST-0130,CVE-2023-7703,Low,3.2,CWE-20,2026-01-13,In Progress,60,No
VULN-01619,AST-0482,CVE-2023-5785,Critical,9.6,CWE-79,2026-03-19,Risk Accepted,14,Yes
VULN-01620,AST-0355,CVE-2023-6890,Critical,9.6,CWE-89,2025-05-24,Risk Accepted,7,Yes
VULN-01621,AST-0255,CVE-2023-5065,Medium,4.5,CWE-20,2025-10-04,Risk Accepted,30,No
VULN-01622,AST-0083,CVE-2023-4519,Medium,6.5,CWE-79,2025-06-18,Open,60,Yes
VULN-01623,AST-0135,CVE-2023-7743,Critical,9.6,CWE-89,2026-01-09,In Progress,90,Yes
VULN-01624,AST-0046,CVE-2023-9907,Low,1.9,CWE-89,2025-08-09,Open,60,Yes
VULN-01625,AST-0011,CVE-2023-4534,Critical,9.8,CWE-79,2026-03-31,In Progress,60,No
VULN-01626,AST-0489,CVE-2023-1528,Low,2.9,CWE-200,2025-04-26,Open,90,Yes
VULN-01627,AST-0197,CVE-2023-6228,High,8.4,CWE-200,2025-05-02,Open,14,No
VULN-01628,AST-0491,CVE-2023-5732,Medium,6.7,CWE-119,2025-08-18,In Progress,7,No
VULN-01629,AST-0155,CVE-2023-7367,Low,1.9,CWE-200,2026-02-18,Open,14,Yes
VULN-01630,AST-0428,CVE-2023-3017,High,7.6,CWE-119,2025-05-06,Open,60,Yes
VULN-01631,AST-0260,CVE-2023-9646,High,8.1,CWE-200,2025-08-06,In Progress,14,No
VULN-01632,AST-0135,CVE-2023-9939,Critical,9.1,CWE-119,2025-09-01,Open,90,Yes
VULN-01633,AST-0457,CVE-2023-5239,Medium,5.1,CWE-79,2025-09-07,In Progress,7,No
VULN-01634,AST-0026,CVE-2023-9300,Critical,9.6,CWE-119,2025-09-29,Open,14,Yes
VULN-01635,AST-0421,CVE-2023-7590,Critical,9.0,CWE-119,2025-06-10,Risk Accepted,30,No
VULN-01636,AST-0350,CVE-2023-4798,Low,3.6,CWE-287,2025-07-18,Risk Accepted,90,No
VULN-01637,AST-0465,CVE-2023-2494,Medium,6.8,CWE-119,2025-11-07,Risk Accepted,14,No
VULN-01638,AST-0036,CVE-2023-9019,Medium,4.6,CWE-287,2025-09-22,In Progress,60,No
VULN-01639,AST-0286,CVE-2023-6399,High,7.7,CWE-119,2025-11-20,Closed,14,Yes
VULN-01640,AST-0170,CVE-2023-1207,Low,1.7,CWE-200,2026-01-04,In Progress,60,Yes
VULN-01641,AST-0052,CVE-2023-5729,Medium,4.6,CWE-119,2026-02-16,Risk Accepted,60,No
VULN-01642,AST-0370,CVE-2023-3719,Low,3.7,CWE-20,2025-06-23,Closed,30,No
VULN-01643,AST-0435,CVE-2023-6225,High,8.4,CWE-89,2025-06-20,In Progress,14,Yes
VULN-01644,AST-0340,CVE-2023-2526,Medium,6.6,CWE-119,2025-06-21,Closed,30,Yes
VULN-01645,AST-0020,CVE-2023-9300,Low,1.9,CWE-200,2025-05-15,Risk Accepted,30,No
VULN-01646,AST-0007,CVE-2023-7931,Critical,9.2,CWE-200,2025-12-07,In Progress,60,No
VULN-01647,AST-0082,CVE-2023-6484,High,8.8,CWE-287,2026-03-19,In Progress,60,Yes
VULN-01648,AST-0333,CVE-2023-6133,Medium,6.9,CWE-200,2025-09-10,In Progress,60,Yes
VULN-01649,AST-0277,CVE-2023-4385,High,7.8,CWE-89,2025-12-11,In Progress,60,No
VULN-01650,AST-0083,CVE-2023-7895,Critical,9.7,CWE-79,2026-01-05,Open,7,Yes
VULN-01651,AST-0342,CVE-2023-5139,Critical,9.3,CWE-20,2025-07-17,Closed,14,Yes
VULN-01652,AST-0410,CVE-2023-9939,High,7.6,CWE-20,2025-10-25,Closed,90,No
VULN-01653,AST-0321,CVE-2023-7815,Low,1.4,CWE-20,2026-04-04,Closed,7,Yes
VULN-01654,AST-0020,CVE-2023-9796,High,7.3,CWE-200,2025-11-27,Risk Accepted,14,No
VULN-01655,AST-0499,CVE-2023-5403,Medium,6.0,CWE-89,2025-06-09,Open,14,No
VULN-01656,AST-0024,CVE-2023-8052,Critical,9.8,CWE-119,2025-07-14,Risk Accepted,60,No
VULN-01657,AST-0023,CVE-2023-2631,High,8.5,CWE-287,2025-10-11,Closed,60,Yes
VULN-01658,AST-0328,CVE-2023-1579,Low,3.5,CWE-119,2025-12-18,Closed,30,Yes
VULN-01659,AST-0133,CVE-2023-8052,Medium,4.2,CWE-200,2025-07-22,Closed,60,Yes
VULN-01660,AST-0313,CVE-2023-9951,Critical,10.0,CWE-287,2025-10-10,In Progress,30,No
VULN-01661,AST-0479,CVE-2023-2106,Critical,9.4,CWE-119,2025-07-23,Open,90,No
VULN-01662,AST-0038,CVE-2023-8365,High,7.7,CWE-89,2025-12-29,Closed,90,Yes
VULN-01663,AST-0305,CVE-2023-1402,Low,1.3,CWE-79,2025-04-18,In Progress,30,No
VULN-01664,AST-0496,CVE-2023-7931,Low,3.9,CWE-79,2026-03-30,Closed,60,Yes
VULN-01665,AST-0121,CVE-2023-1725,Medium,5.6,CWE-200,2026-02-21,Open,90,Yes
VULN-01666,AST-0458,CVE-2023-2934,Medium,5.1,CWE-119,2025-10-12,Risk Accepted,60,Yes
VULN-01667,AST-0209,CVE-2023-7286,Medium,6.0,CWE-20,2026-03-30,Risk Accepted,60,No
VULN-01668,AST-0386,CVE-2023-3293,High,8.8,CWE-20,2025-08-04,In Progress,60,No
VULN-01669,AST-0488,CVE-2023-2425,Medium,4.2,CWE-287,2026-01-03,Open,30,Yes
VULN-01670,AST-0301,CVE-2023-4534,Critical,9.8,CWE-79,2025-11-13,In Progress,7,Yes
VULN-01671,AST-0121,CVE-2023-5646,Medium,4.2,CWE-89,2025-06-15,Open,7,Yes
VULN-01672,AST-0369,CVE-2023-8973,Critical,9.7,CWE-200,2025-05-13,Open,14,No
VULN-01673,AST-0115,CVE-2023-9755,Medium,5.4,CWE-200,2025-10-03,Open,7,Yes
VULN-01674,AST-0450,CVE-2023-9368,High,8.0,CWE-79,2025-08-27,In Progress,7,Yes
VULN-01675,AST-0377,CVE-2023-3246,Critical,9.4,CWE-89,2025-11-29,In Progress,7,Yes
VULN-01676,AST-0459,CVE-2023-2525,Low,1.3,CWE-89,2025-08-09,Risk Accepted,14,No
VULN-01677,AST-0107,CVE-2023-3290,High,7.9,CWE-287,2025-12-19,Open,60,Yes
VULN-01678,AST-0248,CVE-2023-4678,Critical,9.1,CWE-89,2025-09-26,Closed,14,Yes
VULN-01679,AST-0246,CVE-2023-8183,Critical,9.7,CWE-89,2026-01-08,In Progress,30,Yes
VULN-01680,AST-0420,CVE-2023-6077,High,7.7,CWE-200,2025-07-21,Closed,90,No
VULN-01681,AST-0433,CVE-2023-4232,Medium,4.6,CWE-20,2025-10-09,In Progress,90,Yes
VULN-01682,AST-0193,CVE-2023-9199,Medium,4.8,CWE-79,2026-03-09,Open,7,No
VULN-01683,AST-0057,CVE-2023-6980,Medium,6.6,CWE-200,2025-08-10,Risk Accepted,7,No
VULN-01684,AST-0293,CVE-2023-2463,Critical,10.0,CWE-79,2025-07-01,Closed,90,No
VULN-01685,AST-0204,CVE-2023-8035,Critical,9.5,CWE-20,2025-09-11,Risk Accepted,30,No
VULN-01686,AST-0355,CVE-2023-9108,Medium,5.4,CWE-119,2026-03-12,Closed,90,Yes
VULN-01687,AST-0483,CVE-2023-7524,High,8.1,CWE-287,2025-10-19,Closed,60,No
VULN-01688,AST-0062,CVE-2023-2195,Low,1.3,CWE-119,2025-05-26,Risk Accepted,60,No
VULN-01689,AST-0045,CVE-2023-9348,High,7.3,CWE-119,2025-07-16,Risk Accepted,7,Yes
VULN-01690,AST-0387,CVE-2023-8428,Medium,5.1,CWE-287,2025-09-10,In Progress,60,No
VULN-01691,AST-0124,CVE-2023-9209,Critical,9.4,CWE-287,2025-11-23,In Progress,14,Yes
VULN-01692,AST-0139,CVE-2023-1505,High,7.2,CWE-119,2025-09-01,In Progress,30,No
VULN-01693,AST-0397,CVE-2023-1505,High,7.0,CWE-89,2025-11-24,Closed,90,No
VULN-01694,AST-0427,CVE-2023-3161,High,7.4,CWE-287,2025-08-07,Risk Accepted,60,No
VULN-01695,AST-0058,CVE-2023-3165,High,7.9,CWE-79,2026-01-11,Closed,7,Yes
VULN-01696,AST-0010,CVE-2023-5945,Medium,6.0,CWE-20,2025-08-07,In Progress,14,No
VULN-01697,AST-0235,CVE-2023-1110,High,7.8,CWE-20,2025-04-23,In Progress,30,No
VULN-01698,AST-0213,CVE-2023-8479,Low,2.4,CWE-89,2026-03-03,Closed,30,No
VULN-01699,AST-0218,CVE-2023-1579,High,7.7,CWE-119,2025-12-26,Open,7,No
VULN-01700,AST-0339,CVE-2023-5919,Medium,5.2,CWE-20,2025-09-15,In Progress,30,No
VULN-01701,AST-0462,CVE-2023-3139,Medium,5.6,CWE-20,2025-07-30,In Progress,14,No
VULN-01702,AST-0336,CVE-2023-3604,High,8.3,CWE-89,2025-04-18,In Progress,60,No
VULN-01703,AST-0309,CVE-2023-1207,Critical,9.5,CWE-79,2025-11-20,Risk Accepted,14,No
VULN-01704,AST-0039,CVE-2023-8015,Critical,9.5,CWE-200,2026-03-16,Closed,7,No
VULN-01705,AST-0293,CVE-2023-3830,Low,3.1,CWE-20,2026-01-06,In Progress,30,Yes
VULN-01706,AST-0015,CVE-2023-8032,Low,1.0,CWE-79,2026-02-11,Closed,30,No
VULN-01707,AST-0262,CVE-2023-5006,High,8.5,CWE-20,2026-01-29,Risk Accepted,30,Yes
VULN-01708,AST-0079,CVE-2023-8230,High,8.8,CWE-200,2025-05-04,Open,30,Yes
VULN-01709,AST-0003,CVE-2023-3174,High,8.0,CWE-20,2026-04-03,In Progress,60,No
VULN-01710,AST-0127,CVE-2023-8412,Critical,9.3,CWE-89,2025-12-06,Closed,7,Yes
VULN-01711,AST-0317,CVE-2023-3281,Low,0.4,CWE-89,2026-01-29,Risk Accepted,60,Yes
VULN-01712,AST-0345,CVE-2023-9300,Low,3.0,CWE-20,2025-10-24,Risk Accepted,30,Yes
VULN-01713,AST-0318,CVE-2023-2631,Low,1.2,CWE-89,2026-03-04,Closed,7,Yes
VULN-01714,AST-0327,CVE-2023-6869,Critical,9.9,CWE-119,2026-04-01,Closed,14,No
VULN-01715,AST-0479,CVE-2023-7493,Low,2.2,CWE-119,2026-03-31,Closed,60,Yes
VULN-01716,AST-0134,CVE-2023-4921,Medium,5.4,CWE-79,2025-08-04,Closed,30,Yes
VULN-01717,AST-0196,CVE-2023-4559,Critical,9.7,CWE-89,2026-02-10,Risk Accepted,7,Yes
VULN-01718,AST-0355,CVE-2023-7786,High,7.3,CWE-89,2026-02-19,In Progress,7,No
VULN-01719,AST-0278,CVE-2023-9369,Medium,5.0,CWE-20,2025-07-13,Open,60,No
VULN-01720,AST-0487,CVE-2023-4496,Critical,9.5,CWE-119,2025-12-06,In Progress,90,Yes
VULN-01721,AST-0310,CVE-2023-6890,High,7.9,CWE-20,2026-02-20,In Progress,14,Yes
VULN-01722,AST-0015,CVE-2023-4329,Critical,9.1,CWE-287,2025-08-29,In Progress,60,Yes
VULN-01723,AST-0294,CVE-2023-7985,Critical,9.2,CWE-89,2025-07-09,In Progress,90,No
VULN-01724,AST-0219,CVE-2023-8032,Medium,5.1,CWE-287,2025-12-18,Risk Accepted,7,No
VULN-01725,AST-0360,CVE-2023-4559,Low,0.2,CWE-287,2025-06-27,Risk Accepted,90,Yes
VULN-01726,AST-0427,CVE-2023-8848,Critical,9.2,CWE-89,2025-12-12,In Progress,90,No
VULN-01727,AST-0316,CVE-2023-7703,Critical,9.3,CWE-200,2025-07-21,Closed,90,Yes
VULN-01728,AST-0463,CVE-2023-5558,Low,0.9,CWE-79,2026-01-03,Closed,30,No
VULN-01729,AST-0440,CVE-2023-8178,Low,0.7,CWE-200,2026-02-02,Closed,30,Yes
VULN-01730,AST-0129,CVE-2023-4613,Medium,6.6,CWE-79,2026-01-19,Closed,60,Yes
VULN-01731,AST-0165,CVE-2023-9510,Low,2.4,CWE-287,2026-02-07,Risk Accepted,14,Yes
VULN-01732,AST-0139,CVE-2023-5295,Critical,9.0,CWE-79,2025-12-27,In Progress,14,No
VULN-01733,AST-0294,CVE-2023-9209,High,8.7,CWE-20,2026-01-04,Closed,60,Yes
VULN-01734,AST-0417,CVE-2023-1185,High,8.1,CWE-20,2026-03-06,In Progress,90,Yes
VULN-01735,AST-0245,CVE-2023-9808,Medium,4.0,CWE-89,2025-06-07,Closed,14,No
VULN-01736,AST-0478,CVE-2023-4438,Low,2.8,CWE-119,2025-12-14,In Progress,60,No
VULN-01737,AST-0190,CVE-2023-8826,Medium,6.3,CWE-89,2025-05-22,Open,90,Yes
VULN-01738,AST-0144,CVE-2023-2350,Critical,9.9,CWE-79,2026-03-31,Open,30,Yes
VULN-01739,AST-0110,CVE-2023-6152,Medium,5.3,CWE-200,2025-12-14,In Progress,7,Yes
VULN-01740,AST-0035,CVE-2023-4389,Medium,4.6,CWE-119,2025-12-22,Closed,7,No
VULN-01741,AST-0408,CVE-2023-6700,Low,2.6,CWE-79,2025-04-30,Open,30,Yes
VULN-01742,AST-0369,CVE-2023-9185,Medium,5.3,CWE-89,2025-08-12,Open,7,No
VULN-01743,AST-0338,CVE-2023-5961,High,7.0,CWE-287,2026-02-15,In Progress,60,No
VULN-01744,AST-0238,CVE-2023-4470,Medium,4.1,CWE-119,2025-10-03,Open,14,Yes
VULN-01745,AST-0316,CVE-2023-7703,Critical,9.4,CWE-79,2025-04-27,Open,60,No
VULN-01746,AST-0122,CVE-2023-4678,Low,1.7,CWE-79,2025-11-26,Open,7,No
VULN-01747,AST-0051,CVE-2023-8178,Medium,6.1,CWE-20,2025-09-03,Open,30,Yes
VULN-01748,AST-0437,CVE-2023-1990,High,8.3,CWE-79,2026-01-24,Open,90,No
VULN-01749,AST-0344,CVE-2023-2420,Low,3.1,CWE-287,2025-06-05,Open,30,No
VULN-01750,AST-0220,CVE-2023-4882,Critical,9.5,CWE-119,2025-05-20,In Progress,30,No
VULN-01751,AST-0317,CVE-2023-1017,High,7.6,CWE-20,2026-04-03,Risk Accepted,14,No
VULN-01752,AST-0321,CVE-2023-3733,Medium,5.4,CWE-20,2025-08-07,In Progress,60,No
VULN-01753,AST-0019,CVE-2023-5961,Medium,6.8,CWE-200,2025-08-19,Closed,14,No
VULN-01754,AST-0304,CVE-2023-2425,Medium,5.9,CWE-200,2026-01-30,In Progress,7,No
VULN-01755,AST-0206,CVE-2023-8449,High,8.1,CWE-287,2025-09-23,In Progress,90,Yes
VULN-01756,AST-0440,CVE-2023-5785,High,8.6,CWE-79,2025-06-22,Risk Accepted,7,Yes
VULN-01757,AST-0113,CVE-2023-8037,Critical,9.6,CWE-200,2025-07-01,In Progress,14,No
VULN-01758,AST-0151,CVE-2023-3290,Low,0.5,CWE-20,2025-06-05,Risk Accepted,90,No
VULN-01759,AST-0417,CVE-2023-9482,High,8.1,CWE-119,2026-02-14,Open,14,No
VULN-01760,AST-0385,CVE-2023-5247,High,8.6,CWE-89,2025-11-10,Open,90,Yes
VULN-01761,AST-0490,CVE-2023-8563,Low,0.6,CWE-287,2026-03-21,Closed,14,No
VULN-01762,AST-0441,CVE-2023-8996,Medium,6.4,CWE-287,2025-09-04,Open,14,Yes
VULN-01763,AST-0473,CVE-2023-2392,Critical,9.0,CWE-89,2025-11-07,In Progress,7,Yes
VULN-01764,AST-0180,CVE-2023-9796,Medium,5.3,CWE-119,2025-10-26,Closed,60,Yes
VULN-01765,AST-0263,CVE-2023-9281,Medium,5.0,CWE-89,2026-04-04,Closed,60,No
VULN-01766,AST-0034,CVE-2023-6253,Critical,9.7,CWE-119,2025-07-29,Closed,30,Yes
VULN-01767,AST-0347,CVE-2023-1948,Medium,6.0,CWE-119,2026-03-03,Open,60,No
VULN-01768,AST-0154,CVE-2023-9056,Low,3.9,CWE-79,2025-06-17,Risk Accepted,7,No
VULN-01769,AST-0143,CVE-2023-9180,Medium,5.6,CWE-89,2025-07-23,Open,60,No
VULN-01770,AST-0152,CVE-2023-4390,Medium,4.7,CWE-79,2026-04-04,Closed,30,No
VULN-01771,AST-0163,CVE-2023-7932,High,8.2,CWE-79,2026-03-01,In Progress,90,Yes
VULN-01772,AST-0495,CVE-2023-3321,Low,0.4,CWE-119,2025-10-19,Closed,90,No
VULN-01773,AST-0497,CVE-2023-9796,Critical,9.3,CWE-287,2026-02-22,Risk Accepted,14,No
VULN-01774,AST-0106,CVE-2023-3910,Medium,6.5,CWE-20,2025-08-07,Closed,60,Yes
VULN-01775,AST-0306,CVE-2023-5773,High,8.8,CWE-89,2026-01-29,Risk Accepted,60,Yes
VULN-01776,AST-0484,CVE-2023-5942,Critical,9.4,CWE-287,2026-03-19,In Progress,60,Yes
VULN-01777,AST-0119,CVE-2023-8973,Medium,4.5,CWE-287,2025-08-24,Risk Accepted,14,No
VULN-01778,AST-0317,CVE-2023-1172,Critical,9.1,CWE-89,2026-02-21,Open,60,No
VULN-01779,AST-0290,CVE-2023-9951,Medium,6.3,CWE-79,2025-05-29,Closed,90,Yes
VULN-01780,AST-0308,CVE-2023-4228,Low,1.9,CWE-119,2025-10-13,Risk Accepted,7,Yes
VULN-01781,AST-0291,CVE-2023-9336,Critical,9.3,CWE-287,2025-05-14,Closed,60,No
VULN-01782,AST-0398,CVE-2023-3877,High,8.7,CWE-89,2025-06-08,Open,7,Yes
VULN-01783,AST-0174,CVE-2023-3165,Critical,9.6,CWE-89,2026-02-01,Risk Accepted,90,No
VULN-01784,AST-0269,CVE-2023-7870,Medium,5.4,CWE-287,2025-07-11,In Progress,90,No
VULN-01785,AST-0424,CVE-2023-6422,Critical,9.6,CWE-89,2026-03-15,In Progress,30,Yes
VULN-01786,AST-0162,CVE-2023-6980,Low,0.1,CWE-200,2026-01-02,Open,7,No
VULN-01787,AST-0446,CVE-2023-7520,Critical,9.5,CWE-89,2026-01-21,Closed,14,No
VULN-01788,AST-0267,CVE-2023-9720,High,7.4,CWE-119,2026-01-01,Risk Accepted,14,Yes
VULN-01789,AST-0064,CVE-2023-8032,High,7.7,CWE-287,2025-09-16,Open,14,Yes
VULN-01790,AST-0032,CVE-2023-3947,High,8.6,CWE-119,2026-03-09,Open,90,Yes
VULN-01791,AST-0157,CVE-2023-9369,High,8.2,CWE-287,2026-02-21,Closed,14,No
VULN-01792,AST-0212,CVE-2023-4580,Low,0.3,CWE-79,2025-11-17,Closed,60,Yes
VULN-01793,AST-0296,CVE-2023-1908,High,8.3,CWE-20,2025-09-04,Risk Accepted,60,Yes
VULN-01794,AST-0235,CVE-2023-1042,High,7.9,CWE-200,2025-05-20,Risk Accepted,14,Yes
VULN-01795,AST-0196,CVE-2023-8183,Medium,5.4,CWE-119,2026-02-16,Open,60,Yes
VULN-01796,AST-0426,CVE-2023-1197,Critical,9.7,CWE-89,2025-09-15,Open,30,No
VULN-01797,AST-0295,CVE-2023-4705,Low,1.9,CWE-20,2025-04-20,Closed,90,No
VULN-01798,AST-0032,CVE-2023-4390,Medium,6.5,CWE-200,2025-07-26,Risk Accepted,60,Yes
VULN-01799,AST-0493,CVE-2023-3340,Low,1.4,CWE-119,2025-11-09,Closed,90,Yes
VULN-01800,AST-0041,CVE-2023-3734,Medium,5.8,CWE-20,2025-06-01,Closed,90,Yes
VULN-01801,AST-0373,CVE-2023-7116,Medium,6.7,CWE-89,2025-10-08,In Progress,30,No
VULN-01802,AST-0247,CVE-2023-3329,High,8.6,CWE-287,2025-09-05,Risk Accepted,30,No
VULN-01803,AST-0382,CVE-2023-8460,Low,2.6,CWE-200,2026-01-01,In Progress,30,Yes
VULN-01804,AST-0420,CVE-2023-2037,Medium,6.1,CWE-20,2026-01-30,In Progress,60,Yes
VULN-01805,AST-0151,CVE-2023-3877,Critical,9.7,CWE-20,2026-01-01,In Progress,14,No
VULN-01806,AST-0352,CVE-2023-1990,High,8.7,CWE-119,2025-07-25,Closed,14,No
VULN-01807,AST-0214,CVE-2023-9185,Low,2.8,CWE-200,2025-11-28,Risk Accepted,90,No
VULN-01808,AST-0013,CVE-2023-8563,High,7.5,CWE-20,2025-09-09,Open,60,No
VULN-01809,AST-0326,CVE-2023-7520,Critical,9.1,CWE-20,2026-02-28,Risk Accepted,60,No
VULN-01810,AST-0151,CVE-2023-6339,Low,0.9,CWE-119,2025-12-18,Risk Accepted,90,Yes
VULN-01811,AST-0140,CVE-2023-2931,Low,1.8,CWE-79,2026-04-15,In Progress,14,Yes
VULN-01812,AST-0254,CVE-2023-7161,Medium,6.2,CWE-79,2025-09-06,Open,30,Yes
VULN-01813,AST-0331,CVE-2023-7176,Medium,4.4,CWE-287,2025-05-27,Risk Accepted,14,Yes
VULN-01814,AST-0386,CVE-2023-7931,Critical,9.0,CWE-200,2026-01-02,Closed,30,No
VULN-01815,AST-0205,CVE-2023-5102,High,7.4,CWE-200,2025-07-14,Closed,90,No
VULN-01816,AST-0389,CVE-2023-2037,High,7.3,CWE-200,2025-10-15,Closed,14,Yes
VULN-01817,AST-0054,CVE-2023-6905,Low,0.9,CWE-79,2025-04-24,In Progress,7,No
VULN-01818,AST-0353,CVE-2023-7481,Low,0.6,CWE-119,2025-12-11,In Progress,14,No
VULN-01819,AST-0355,CVE-2023-2046,High,8.7,CWE-89,2026-03-24,Closed,7,Yes
VULN-01820,AST-0450,CVE-2023-7965,High,8.3,CWE-200,2025-11-19,Risk Accepted,60,Yes
VULN-01821,AST-0216,CVE-2023-7703,High,7.2,CWE-119,2025-08-20,Risk Accepted,60,Yes
VULN-01822,AST-0272,CVE-2023-9348,Low,3.3,CWE-119,2026-04-05,Open,90,No
VULN-01823,AST-0099,CVE-2023-9428,High,8.7,CWE-119,2025-12-07,Closed,30,Yes
VULN-01824,AST-0099,CVE-2023-3740,Low,2.0,CWE-119,2025-07-09,In Progress,30,Yes
VULN-01825,AST-0348,CVE-2023-1138,Critical,9.6,CWE-287,2025-12-22,Risk Accepted,14,No
VULN-01826,AST-0305,CVE-2023-3298,High,7.4,CWE-119,2025-05-09,Closed,14,No
VULN-01827,AST-0045,CVE-2023-2956,High,7.7,CWE-119,2025-12-17,Open,90,Yes
VULN-01828,AST-0138,CVE-2023-2106,Critical,9.5,CWE-79,2026-02-28,Risk Accepted,90,No
VULN-01829,AST-0069,CVE-2023-9428,Medium,5.1,CWE-119,2025-10-12,Risk Accepted,60,Yes
VULN-01830,AST-0200,CVE-2023-3623,Low,1.1,CWE-20,2026-04-03,Closed,30,No
VULN-01831,AST-0485,CVE-2023-6081,High,7.3,CWE-200,2026-01-12,In Progress,7,No
VULN-01832,AST-0347,CVE-2023-3623,Medium,4.1,CWE-79,2025-08-10,In Progress,7,Yes
VULN-01833,AST-0228,CVE-2023-9185,Medium,4.2,CWE-20,2025-12-23,Risk Accepted,14,No
